userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV,univName,admit
siddharthranadive,Industrial Engineering,0,0,,106,MS,Mechanical Engineering,,0,151,163,http://www.edulix.com/unisearch/user.php?uid=263520,0,4.5,85,Fall - 2015,0,Institute of Engineering and Technology Devi Ahilya Vishwavidyalaya,,74.36,,100,,Virginia Polytechnic Institute and State University,0
siddixit1986,Computer Science,0,0,Networks and Distributed Systems,103,MS,Computer Science,,0,154,159,http://www.edulix.com/unisearch/user.php?uid=141413,0,4,0,Fall - 2012,0,Jaypee Institute of Information Technology,,79,,100,,Virginia Polytechnic Institute and State University,0
sidxavier1,Electronics and Communication,0,0,computer engineering,110,MS,Electronics & Communication,,0,640,800,http://www.edulix.com/unisearch/user.php?uid=7007,0,4,9.5,Fall - 2011,0,Manipal Institue of Technology,,8.35,,10,,Virginia Polytechnic Institute and State University,0
siidksu,Mechanical Engineering,0,0,Thermal Science,106,MS,Mechanical,,0,153,156,http://www.edulix.com/unisearch/user.php?uid=201634,0,3.5,82,Spring - 2014,0,VTU,,62,,100,,Virginia Polytechnic Institute and State University,0
silent008,Computer Science,0,60,Data Science,108,MS,Computer Science,,0,157,161,http://www.edulix.com/unisearch/user.php?uid=251903,0,4,0,Fall - 2015,0,MU,,67.4,,100,,Virginia Polytechnic Institute and State University,0
silver_sword,Computer Engineering,0,0,,263,MS,ECE,4.5,0,610,790,http://www.edulix.com/unisearch/user.php?uid=156,0,5,85,Fall - 2006,0,Anna University,,74,,10,,Virginia Polytechnic Institute and State University,0
sindhugunasekar,Electrical and Computer Engineering,0,0,vlsi/ microelectronics,98,MS,electrical and electronics,,0,690,780,http://www.edulix.com/unisearch/user.php?uid=5968,0,3,9.8,Fall - 2011,0,CEG,,6.25,,10,,Virginia Polytechnic Institute and State University,0
sirius18,Biomedical Engineering,0,0,Biomedical instrumentation Biosensors,115,MS,Instrumentation and Control Engg,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=4478,0,4.5,9.62,Fall - 2011,0,NITT,,8.55,,10,,Virginia Polytechnic Institute and State University,0
skkumar86,Mechanical Engineering,0,0,Design/Dynamics&Control;/Mechanics,110,MS,Mechanical,,0,680,780,http://www.edulix.com/unisearch/user.php?uid=4272,0,4,90,Fall - 2012,0,Anna University,,85,,100,,Virginia Polytechnic Institute and State University,0
smartsaud123,Electrical and Computer Engineering,0,0,Telecommunication/Networking/Wireless Communication,100,MS,Electronics and Telecommunication,27,0,600,790,http://www.edulix.com/unisearch/user.php?uid=132665,0,3.5,77,Fall - 2012,0,Sardar Patel College of Engineering,,70,,100,,Virginia Polytechnic Institute and State University,0
smishra84,Computer Science,0,90,,118,MS,Computer Science and Engineering,,0,162,166,http://www.edulix.com/unisearch/user.php?uid=213912,0,4.5,9.13,Fall - 2014,0,College of Engineering and Technology,,9.09,,10,,Virginia Polytechnic Institute and State University,0
smkumar2203,Electrical Engineering,0,0,Power systems,113,MS,Electrical and Electronics Engineering,,0,570,800,http://www.edulix.com/unisearch/user.php?uid=130734,0,3.5,9.6,Fall - 2012,0,CEG,,8.71,,10,,Virginia Polytechnic Institute and State University,0
sneh0986,Computer Science,0,0,Computer network and information security,115,MS,Electronics and Communication Engineering,,0,590,800,http://www.edulix.com/unisearch/user.php?uid=4367,0,4,9.1,Fall - 2011,0,Heritage Institute of Technology,,8.32,,10,,Virginia Polytechnic Institute and State University,0
sodium,Mechanical Engineering,0,0,CFD Fluid Mechanics,102,MS,Mechanical Engineering,,0,610,760,http://www.edulix.com/unisearch/user.php?uid=8936,0,3,0,Fall - 2011,0,NIT Calicut,,7.1,,10,,Virginia Polytechnic Institute and State University,0
Sohamvlsiaddict,Computer Engineering,6,12,VLSI/EMBEDDEDED,115,MS,ECE,30,4,161,170,http://www.edulix.com/unisearch/user.php?uid=228310,1,4.5,9.2,Fall - 2015,1,West Bengal University Of Technology,,8.66,,10,,Virginia Polytechnic Institute and State University,0
som.ghosh,Electrical Engineering,0,12,Control Systems,108,PhD,Electrical Engineering,25,0,157,165,http://www.edulix.com/unisearch/user.php?uid=189385,1,3,0,Fall - 2014,5,Jadavpur University,,7.45,,10,,Virginia Polytechnic Institute and State University,0
soumya0985,Computer Engineering,0,0,Embedded systems,114,MS,Electronics & communication,29,0,690,790,http://www.edulix.com/unisearch/user.php?uid=4386,0,4,9.08,Fall - 2011,0,West Bengal University Of Technology,,8.34,,10,,Virginia Polytechnic Institute and State University,0
sourabhrai2k,,0,0,,,,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=187859,,,0,,,,,0,,0,,Virginia Polytechnic Institute and State University,0
spiritbreaker,Mechanical Engineering,0,24,Mechatronics/Robotics/Control,109,MS,Mechanical Engineering,,4,154,165,http://www.edulix.com/unisearch/user.php?uid=249094,3,4.5,72,Fall - 2015,0,MITCOE-Pune University,,65.3,,100,,Virginia Polytechnic Institute and State University,0
spraju,Electronics and Communication,0,0,|VLSI|WiComm|Networks|DSP,109,MS,E & C,29,0,630,770,http://www.edulix.com/unisearch/user.php?uid=122945,0,3.5,84.8,Fall - 2012,0,BMSCE,,84.8,,100,,Virginia Polytechnic Institute and State University,0
spydecam,Integrated Manufacturing Systems Engineering,0,0,Manufacturing,104,MS,Mechanical Engineering,28,0,152,166,http://www.edulix.com/unisearch/user.php?uid=157245,0,3,9.5,Fall - 2013,0,BITS Pilani,,6.87,,10,,Virginia Polytechnic Institute and State University,0
squidward,Mechanical Engineering,0,0,Thermal Science,270,MS,Department of Mechanical Engineering,5,0,610,760,http://www.edulix.com/unisearch/user.php?uid=1193,0,5,9.3,Fall - 2007,0,CEG,,8.524,,10,,Virginia Polytechnic Institute and State University,0
sreeck11,Electrical and Electronics,0,0,Networking,,MS,ECE,,0,145,166,http://www.edulix.com/unisearch/user.php?uid=201576,0,3,9.25,Fall - 2014,0,VIT University,,8.27,,10,,Virginia Polytechnic Institute and State University,0
Srikar Damaraju,Electronics & Communication,0,0,Wirelss Communications and Networks,99,MS,ECE,,0,570,750,http://www.edulix.com/unisearch/user.php?uid=138627,0,4,9.4,Fall - 2012,0,GITAM,,8.98,,10,,Virginia Polytechnic Institute and State University,0
Srilok,Mechanical Engineering,0,0,Heat Transfer,101,MS,Mechanical Engineering,,0,150,168,http://www.edulix.com/unisearch/user.php?uid=179670,0,3.5,9.13,Fall - 2014,0,NIT Tirchy,,8.62,,10,,Virginia Polytechnic Institute and State University,0
srine,Mechanical Engineering,0,31,Thermal Sciences,108,MS,Mechanical,,0,161,167,http://www.edulix.com/unisearch/user.php?uid=255281,0,3.5,9.3,Fall - 2015,0,Sri Ramakrishna Engineering College,,9,,10,,Virginia Polytechnic Institute and State University,0
Srinivasa Prashanth,Mechanical Engineering,0,0,Design and Manufacturing,112,MS,Mechanical,,0,151,160,http://www.edulix.com/unisearch/user.php?uid=181548,0,3.5,3.65,Fall - 2013,0,Symbiosis Institute of Technology,,3.6,,4,,Virginia Polytechnic Institute and State University,0
sripatikannan,Industrial Engineering,0,0,Manufacturing,102,MS,Production Engineering,,0,149,162,http://www.edulix.com/unisearch/user.php?uid=247936,0,3,9.2,Fall - 2015,0,VJTI,,7.6,,10,,Virginia Polytechnic Institute and State University,0
sriram85in,Computer Science,0,0,Algo and Networking,93,MS,Information Technology,,0,540,750,http://www.edulix.com/unisearch/user.php?uid=10608,0,3,9.3,Fall - 2011,0,CEG,,7.8,,10,,Virginia Polytechnic Institute and State University,0
srsnerdshack,Electrical Engineering,0,0,Communication/Embedded/Networking,112,MS,ELECTRONICS ENGINEERING,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=4192,0,4,84,Fall - 2011,0,MU,,76.01,,100,,Virginia Polytechnic Institute and State University,0
ss81089,Computer Science,0,0,,96,MS,Information technology,26,0,530,800,http://www.edulix.com/unisearch/user.php?uid=129206,0,3,0,Spring - 2012,0,Pune University,,65,,100,,Virginia Polytechnic Institute and State University,0
ssriram2791,Mechanical Engineering,0,0,Vibrations Dynamics,113,MS,Mechanical Engineering,,0,530,760,http://www.edulix.com/unisearch/user.php?uid=132443,0,3,9.22,Fall - 2012,0,Sri Venkateswara College of Engineering,,8.28,,10,,Virginia Polytechnic Institute and State University,0
star9,Industrial Engineering,0,0,Manufacturing,112,MS,Electrical Engineering,,0,630,800,http://www.edulix.com/unisearch/user.php?uid=127601,0,3.5,82,Fall - 2013,0,Osmania University,,71,,100,,Virginia Polytechnic Institute and State University,0
StudyWireless,Computer Science,0,0,Networks,110,MS,Computer Science,,0,149,155,http://www.edulix.com/unisearch/user.php?uid=131520,0,3.5,83,Fall - 2012,0,VTU,,78,,100,,Virginia Polytechnic Institute and State University,0
Subho,Mechanical Engineering,0,0,,115,MS,Mechanical Engg.,30,0,157,163,http://www.edulix.com/unisearch/user.php?uid=152454,0,4.5,9.01,Fall - 2013,0,NIT-Durgapur,,8.32,,10,,Virginia Polytechnic Institute and State University,0
sudarsanvsr2005,Electrical Engineering,0,0,Signal Processing,112,MS,Electronics and Communication,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=115006,0,4,9.4,Fall - 2012,0,SSN College of Engineering,,9,,10,,Virginia Polytechnic Institute and State University,0
sudhirrssk,Aerospace Engineering,0,69,Structures,95,MS,Mechanical,24,0,147,156,http://www.edulix.com/unisearch/user.php?uid=197483,0,3,82,Fall - 2014,0,Osmania University,,67,,100,,Virginia Polytechnic Institute and State University,0
suhask1190,Mechanical Engineering,0,0,,,MS,Mechanical Engineering,,0,164,168,http://www.edulix.com/unisearch/user.php?uid=159292,0,4,9.5,Fall - 2013,0,NIE,,8.99,,10,,Virginia Polytechnic Institute and State University,0
SuhasMahajan,Human Computer Interaction,0,0,,102,MS,Information Technology,,0,590,770,http://www.edulix.com/unisearch/user.php?uid=130646,0,3,0,Fall - 2012,0,PICT,,0,,0,,Virginia Polytechnic Institute and State University,0
sujith.ktkm,Computer Science,0,0,Database Management,99,MS,Computer Science and Engineering,,6,145,170,http://www.edulix.com/unisearch/user.php?uid=203990,0,3.5,95,Fall - 2014,0,Osmania University,,84.5,,100,,Virginia Polytechnic Institute and State University,0
sujithv,Electrical Engineering,0,0,Embedded Systems,114,MS,ECE,30,0,159,170,http://www.edulix.com/unisearch/user.php?uid=260439,0,4,9.79,Fall - 2015,0,BMSCE,,9.25,,10,,Virginia Polytechnic Institute and State University,0
sumedhab212,Electronics and Communication,0,0,Digital VLSI / embedded sys,111,MS,Electronics,,0,710,780,http://www.edulix.com/unisearch/user.php?uid=4245,0,4.5,9.4,Fall - 2011,0,VJTI,,9.1,,10,,Virginia Polytechnic Institute and State University,0
sumedhgk,Mechanical Engineering,0,7,Thermal/Fluids,,MS,Mechanical Engineering,,1,163,165,http://www.edulix.com/unisearch/user.php?uid=231504,0,5,0,Fall - 2015,0,University of Pune,,75,,100,,Virginia Polytechnic Institute and State University,0
sundarshivram,Electrical Engineering,0,0,Power Electronics,104,MS,Electrical and Electronics,,0,460,800,http://www.edulix.com/unisearch/user.php?uid=5497,0,3.5,9.5,Spring - 2011,0,PSG College of Technology,,8.76,,10,,Virginia Polytechnic Institute and State University,0
sundi133,Computer Science,0,0,NETWORKS,104,MS,cse,,0,600,790,http://www.edulix.com/unisearch/user.php?uid=4033,0,3.5,9.21,Fall - 2011,0,NIT Silchar,,8.14,,10,,Virginia Polytechnic Institute and State University,0
SuperMechy,Mechanical Engineering,0,0,Control Engineering,111,MS,Mechanical engineering,,0,148,163,http://www.edulix.com/unisearch/user.php?uid=163994,0,4.5,81,Fall - 2013,0,SPCE,,76,,100,,Virginia Polytechnic Institute and State University,0
suppie,Computer Science,0,0,Systems Storage,99,MS,Computer Science and Engineering,,0,150,165,http://www.edulix.com/unisearch/user.php?uid=151419,0,3,9.5,Spring - 2013,0,NIT Durgapur,,8.3,,10,,Virginia Polytechnic Institute and State University,0
supreethkrao,Robotics,0,0,Computer Vision and Robotics,103,MS,Telecommunication Engineering,,0,153,158,http://www.edulix.com/unisearch/user.php?uid=150161,0,3,9.5,Spring - 2014,0,BMSCE,,7.76,,10,,Virginia Polytechnic Institute and State University,0
supreeth_phoenix,Electrical Engineering,0,0,power systems,106,MS,EEE,,0,640,770,http://www.edulix.com/unisearch/user.php?uid=128315,0,3,9.92,Fall - 2012,0,SJCE,,9.03,,10,,Virginia Polytechnic Institute and State University,0
surajkrishnan,Electronics and Communication,0,0,Wireless/Mobile Communications,111,MS,Electronics and Communication Engineering,,0,680,800,http://www.edulix.com/unisearch/user.php?uid=4338,0,5,91,Fall - 2011,0,SSN College of Engineering,,87,,100,,Virginia Polytechnic Institute and State University,0
susheeltm,Computer Science,0,19,,119,MS,Computer Science,30,4,168,164,http://www.edulix.com/unisearch/user.php?uid=188861,0,5,9.1,Fall - 2014,0,Anna University,,8.34,,10,,Virginia Polytechnic Institute and State University,0
sushmit101,Mechanical Engineering,0,0,Mechanical Design and Manufacturing,111,MS,Mechanical and Manufacturing Engineering,30,0,156,162,http://www.edulix.com/unisearch/user.php?uid=132725,0,4,9.85,Fall - 2013,0,Manipal Institue of Technology,,7.7,,10,,Virginia Polytechnic Institute and State University,0
susta,Electrical Engineering,0,0,VLSI,112,MS,Electronics and Telecommunication,,0,680,800,http://www.edulix.com/unisearch/user.php?uid=8986,0,4.5,0,Fall - 2010,0,Pune University,,68,,100,,Virginia Polytechnic Institute and State University,0
susukivasanth,Mechanical Engineering,0,0,Automotive,109,MS,Mechanical,,0,152,165,http://www.edulix.com/unisearch/user.php?uid=159283,0,3.5,9.3,Fall - 2013,0,National Institute of Engineering,,8.9,,100,,Virginia Polytechnic Institute and State University,0
svk,Bioresource/Biosystems Engg,0,0,,110,MS,Biotechnology,27,0,550,800,http://www.edulix.com/unisearch/user.php?uid=136090,0,3.5,0,Fall - 2012,0,Manipal Institue of Technology,,8.83,,10,,Virginia Polytechnic Institute and State University,0
sw.saurabhw,Computer Science,0,0,Information Retrieval/Data mining,113,MS,Information Technology,,0,700,800,http://www.edulix.com/unisearch/user.php?uid=105947,0,4,78,Fall - 2013,0,University of Pune,,62,,100,,Virginia Polytechnic Institute and State University,0
swapnilkothe,Computer Science,0,0,Software Engineering,105,MS,CSE,,0,510,800,http://www.edulix.com/unisearch/user.php?uid=3732,0,4,9.5,Fall - 2011,0,NIT RKL,,8.51,,10,,Virginia Polytechnic Institute and State University,0
swarochisak,Construction Management,0,0,,,MS,civil,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=132910,0,4,0,Fall - 2012,0,BITS Pilani,,6.54,,10,,Virginia Polytechnic Institute and State University,0
swastika,Computer Science,0,0,,112,MS,Information Technology,,0,680,780,http://www.edulix.com/unisearch/user.php?uid=5808,0,4,84,Fall - 2011,0,Uttarakhand Technical University,,81.1,,100,,Virginia Polytechnic Institute and State University,0
swat,Mechanical Engineering,0,0,Mechanical,101,MS,Mechanical Engg,,0,520,800,http://www.edulix.com/unisearch/user.php?uid=135449,0,3.5,10,Fall - 2012,0,BITS Pilani,,7.1,,10,,Virginia Polytechnic Institute and State University,0
swatkat93,Computer Science,0,0,Security/Theory,112,MS,Computer Science,,0,161,166,http://www.edulix.com/unisearch/user.php?uid=199926,0,4,0,Fall - 2014,0,Anna University,,8.45,,10,,Virginia Polytechnic Institute and State University,0
sweetsour1234,Computer Engineering,0,0,Embedded systems and networks,103,MS,ECE,25,0,480,740,http://www.edulix.com/unisearch/user.php?uid=6208,0,3,83,Fall - 2011,0,Pdm college of engineering,,75.3,,100,,Virginia Polytechnic Institute and State University,0
Swetha R,Computer Engineering,0,0,Embedded Systems,106,MS,ECE,,0,149,168,http://www.edulix.com/unisearch/user.php?uid=180007,0,3.5,9.4,Fall - 2013,0,SASTRA,,7.4,,10,,Virginia Polytechnic Institute and State University,0
SwethaRegatte,Computer Science,0,0,,111,MS,ECE,,0,162,166,http://www.edulix.com/unisearch/user.php?uid=169620,0,4,85,Fall - 2013,0,Osmania University,,80,,100,,Virginia Polytechnic Institute and State University,0
s_kherudkar,Mechanical Engineering,0,0,design,100,MS,mechanical,28,0,157,164,http://www.edulix.com/unisearch/user.php?uid=167269,0,4,83,Fall - 2013,0,MU,,76,,100,,Virginia Polytechnic Institute and State University,0
talktorohit54,Computer Science,0,0,AI/ML,104,MS,Computer Science and Electronics,,0,630,790,http://www.edulix.com/unisearch/user.php?uid=126202,0,3.5,9.55,Fall - 2012,0,VTU,,8.47,,10,,Virginia Polytechnic Institute and State University,0
tanay22,Computer Science,0,0,Networking and Security,91,MS,IT,25,0,580,740,http://www.edulix.com/unisearch/user.php?uid=12025,0,3,9.3,Fall - 2012,0,West Bengal University Of Technology,,8.15,,10,,Virginia Polytechnic Institute and State University,0
taro_curly,Computer Science,0,0,,119,MS,Computer Engineering,,0,750,760,http://www.edulix.com/unisearch/user.php?uid=2093,0,5,82,Fall - 2008,0,University of Mumbai,,69,,100,,Virginia Polytechnic Institute and State University,0
tarun27sh,Comp Science/Comp Networks/Comp Engg,0,0,Computer Networks,109,MS,Electronics & Instrumentation,,0,480,770,http://www.edulix.com/unisearch/user.php?uid=11757,0,4,9.64,Fall - 2012,0,Thapar University,,8.31,,10,,Virginia Polytechnic Institute and State University,0
TC04,Mechanical Engineering,0,0,Dynamics and Control Systems,104,MS,Mechanical,,0,150,167,http://www.edulix.com/unisearch/user.php?uid=148332,0,4,9.91,Fall - 2013,0,Thapar University,,9.07,,10,,Virginia Polytechnic Institute and State University,0
technophobic,Mechanical Engineering,0,0,Robotics,106,MS,Mechanical Engineering,,0,155,162,http://www.edulix.com/unisearch/user.php?uid=258253,0,4,3.7,Spring - 2015,0,NUST,,3.22,,4,,Virginia Polytechnic Institute and State University,0
tejas9792,Computer Science,0,0,,107,MS,computers,,0,152,161,http://www.edulix.com/unisearch/user.php?uid=207797,0,3.5,78,Fall - 2014,0,FRCRCE,,65,,100,,Virginia Polytechnic Institute and State University,0
tejaswigokou,Biomedical Engineering,0,0,Tissue Engineering & regeneration,99,PhD,Metallurgical and Materials Engineering,,0,520,740,http://www.edulix.com/unisearch/user.php?uid=4492,0,3.5,9,Fall - 2013,0,Visvesvaraya NIT Nagpur,,7.1,,10,,Virginia Polytechnic Institute and State University,0
tejbuch,Aerospace Engineering,0,0,,,MS,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=212,0,,0,Fall,0,,,0,,0,,Virginia Polytechnic Institute and State University,0
teju2k,Computer Science,0,0,Artificial Intelligence/Game Development,277,MS,Computer Engineering,5.5,0,520,780,http://www.edulix.com/unisearch/user.php?uid=428,0,3,72,Fall - 2007,0,K J Somaiya College of Engiineering,,53,,100,,Virginia Polytechnic Institute and State University,0
Th0r.32,Computer Science,0,0,,112,MS,Information Technology,29,0,152,164,http://www.edulix.com/unisearch/user.php?uid=162851,0,4.5,79,Fall - 2013,0,MU,,75,,100,,Virginia Polytechnic Institute and State University,0
thar_bun,Electrical Engineering,0,0,Digital Signal Processing,97,MS,Electrical Engineering,,0,153,170,http://www.edulix.com/unisearch/user.php?uid=201937,0,3,9.2,Fall - 2014,0,IIT Kharagpur,,7.22,,10,,Virginia Polytechnic Institute and State University,0
the.machinist,Mechanical Engineering,0,12,Energy thermal,105,MS,Mechanical,25,0,160,163,http://www.edulix.com/unisearch/user.php?uid=251712,1,3.5,87,Fall,0,Telangana,,80,,100,,Virginia Polytechnic Institute and State University,0
TheBatman,Industrial Engineering,0,0,,92,MS,Mechanical Engineering,,0,137,156,http://www.edulix.com/unisearch/user.php?uid=168524,0,2.5,9.7,Fall - 2013,0,SRM,,8.391,,10,,Virginia Polytechnic Institute and State University,0
thedarkknightrises,Mechanical Engineering,0,0,Fluids/vibration,,MS,Mechanical Engineering,,0,157,167,http://www.edulix.com/unisearch/user.php?uid=167867,0,4.25,8.87,Fall - 2013,0,IIT Ropar,,8.87,,10,,Virginia Polytechnic Institute and State University,0
thejasvi,Electrical Engg/ comp engg,0,0,Computer Engineering,108,MS,Electronics and Communication,,0,530,800,http://www.edulix.com/unisearch/user.php?uid=8927,0,3.5,9.87,Fall - 2011,0,Sri Jayachamarajendra College of Engineering,,9.87,,10,,Virginia Polytechnic Institute and State University,0
therani.arch,Computer Science,0,0,Software Engineering,101,MS,CS/IT,,0,540,800,http://www.edulix.com/unisearch/user.php?uid=8768,0,3.5,4,Fall - 2011,0,PICT,,3.23,,4,,Virginia Polytechnic Institute and State University,0
thomasantony,Aerospace Engineering,0,0,Space systems Design Astrodynamics,115,MS,Mechanical Engg.,,0,670,800,http://www.edulix.com/unisearch/user.php?uid=11498,0,5,81,Fall - 2012,0,Cochin University of Science and Technology,,76,,100,,Virginia Polytechnic Institute and State University,0
timoshenko,Civil Engineering,0,0,,117,MS,Civil Engineering,,0,159,167,http://www.edulix.com/unisearch/user.php?uid=159197,0,3.5,9,Fall - 2014,0,L D College Of Engineering,,8.49,,10,,Virginia Polytechnic Institute and State University,0
titanium17,Computer Science,0,0,,115,MS,Computer Science and Engineering,,0,159,164,http://www.edulix.com/unisearch/user.php?uid=215111,0,4.5,0,Fall - 2014,0,Anna University,,7.65,,10,,Virginia Polytechnic Institute and State University,0
tjsranderia,Computer Engineering,0,30,Embedded,109,MS,Electronics,,0,150,157,http://www.edulix.com/unisearch/user.php?uid=226677,0,4,0,Fall - 2014,0,K J Somaiya College of Engiineering,,55.4,,100,,Virginia Polytechnic Institute and State University,0
tk,Materials Science & Engineering,0,0,High Temperature Materials,104,MS,Mechanical,4.5,0,610,790,http://www.edulix.com/unisearch/user.php?uid=1512,0,,9.54,Fall - 2008,0,MNNIT,,8.96,,10,,Virginia Polytechnic Institute and State University,0
tomjacob,civil,0,0,Structural,92,MS,Civil Engineering Department,,0,147,163,http://www.edulix.com/unisearch/user.php?uid=177302,0,3,9.5,Fall - 2013,0,NIT Calicut,,7.2,,10,,Virginia Polytechnic Institute and State University,0
tonitrus,Computer Engineering,0,0,Embedded system/Computer Architecture,111,MS,Electronics and communication,3.5,0,161,169,http://www.edulix.com/unisearch/user.php?uid=164553,0,3.5,9.8,Fall - 2013,0,PSG College of Technology,,8.66,,10,,Virginia Polytechnic Institute and State University,0
trapdet,Mechanical Engineering,0,0,,102,MS,Mechanical,,0,550,780,http://www.edulix.com/unisearch/user.php?uid=10197,0,3,9.3,Fall - 2011,0,VIT University,,8.2,,10,,Virginia Polytechnic Institute and State University,0
trueindian,Computer Science,0,0,,257,MS,IT,5,0,590,800,http://www.edulix.com/unisearch/user.php?uid=10,0,4,72,Fall - 2006,0,MU,,65,,100,,Virginia Polytechnic Institute and State University,0
tushar54983,Computer Science,0,0,,112,MS,Computer Science,,0,160,170,http://www.edulix.com/unisearch/user.php?uid=127843,0,4,9.4,Fall - 2012,0,Dr MGR College,,8.4,,10,,Virginia Polytechnic Institute and State University,0
tushr1388,Computer Science,0,0,DBMS/Networks,100,MS,Computer,28,0,145,158,http://www.edulix.com/unisearch/user.php?uid=139384,0,3.5,70,Fall - 2012,0,MU,,70,,100,,Virginia Polytechnic Institute and State University,0
tweety25,Computer Science,0,0,,109,MS,Information Technology,,0,560,700,http://www.edulix.com/unisearch/user.php?uid=10574,0,3.5,9.7,Fall - 2011,0,CEG,,7.47,,10,,Virginia Polytechnic Institute and State University,0
Uchiha,Electronics and Communication,0,0,Analog / Digital VLSI,96,MS,ECE,,0,620,780,http://www.edulix.com/unisearch/user.php?uid=130446,0,4,9.66,Fall - 2012,0,SASTRA,,8.565,,10,,Virginia Polytechnic Institute and State University,0
ujraaja,Computer Science,2,42,AI Machine Learning,95,MS,CSE,24,0,152,170,http://www.edulix.com/unisearch/user.php?uid=198631,0,3.5,9.5,Fall - 2015,0,NIT Tirchy,,8.75,,10,,Virginia Polytechnic Institute and State University,0
ujwalks22,Computer Engineering,0,0,Embedded Systems & Comp Arch/Digital VLSI,101,MS,ECE,,2,152,168,http://www.edulix.com/unisearch/user.php?uid=207113,0,3,85,Fall - 2014,0,UVCE,,76.2,,100,,Virginia Polytechnic Institute and State University,0
umerha,Electrical Engineering,0,0,DSP/Communications,113,MS,ECE,29,0,700,800,http://www.edulix.com/unisearch/user.php?uid=6031,0,4.5,87,Fall - 2011,0,PESIT,,80.15,,100,,Virginia Polytechnic Institute and State University,0
usd,Civil Engineering,6,0,Geotechnical,116,MS,Civil Engineering,,2,161,169,http://www.edulix.com/unisearch/user.php?uid=251009,0,4.5,9.77,Fall - 2015,0,BITS Pilani,,7.89,,10,,Virginia Polytechnic Institute and State University,0
user7,Computer Science,0,0,interested in OS,107,MS,Computer Science,,0,610,790,http://www.edulix.com/unisearch/user.php?uid=6074,0,3.5,82,Fall - 2011,0,VTU,,74.3,,100,,Virginia Polytechnic Institute and State University,0
utellme90,Civil Engineering,0,0,,115,MS,civil engg,,0,700,800,http://www.edulix.com/unisearch/user.php?uid=130298,0,4,9.75,Fall - 2012,0,NIT Warangal,,7.89,,10,,Virginia Polytechnic Institute and State University,0
utkarsh27,Computer Science,0,0,,,MS,Computer Science,,0,159,167,http://www.edulix.com/unisearch/user.php?uid=245731,0,3.5,0,Fall - 2015,0,BMSCE,,8.67,,10,,Virginia Polytechnic Institute and State University,0
utsavmahendru,Chemical Engineering,0,0,Process control and simulation,,MS,chemical engineering,,0,440,780,http://www.edulix.com/unisearch/user.php?uid=138284,0,4,9.8,Fall - 2012,0,Manipal Institue of Technology,,7.4,,10,,Virginia Polytechnic Institute and State University,0
uzma_arjuman,Computer Science,0,0,Networking,115,MS,Information Technology,,0,600,780,http://www.edulix.com/unisearch/user.php?uid=10506,0,4,78,Fall - 2011,0,Army Institute of Technology,,70.1,,100,,Virginia Polytechnic Institute and State University,0
v188602,Electrical Engineering,0,0,VLSI- CSA/ Low Power Optimisation Techniques at architecture Level,90,MS,Electronics & Communication,,0,500,750,http://www.edulix.com/unisearch/user.php?uid=5674,0,,9.7,Fall - 2011,0,Punjab Engineering College,,9.3,,10,,Virginia Polytechnic Institute and State University,0
vageesh89,Computer Science,0,0,Software Engineering Principles of Programming Languages and Compilers,111,MS,Computer Science & Engineering,28,0,155,167,http://www.edulix.com/unisearch/user.php?uid=219327,0,4,79,Fall - 2014,0,UPTU,,68.52,,100,,Virginia Polytechnic Institute and State University,0
vaibhavpandey,mining engineering,0,0,,102,MS,Mining Engineering,,0,145,170,http://www.edulix.com/unisearch/user.php?uid=223937,0,3,0,Fall - 2014,0,Visvesvaraya NIT Nagpur,,6.71,,10,,Virginia Polytechnic Institute and State University,0
vaishakhbn,Computer Science,0,12,Software Engineering Information Security,107,MS,Computer Science,,6,154,164,http://www.edulix.com/unisearch/user.php?uid=208561,2,4,9.8,Fall - 2014,2,R V College of Engineering,,8.69,,10,,Virginia Polytechnic Institute and State University,0
valmikee,Mechanical Engineering,0,0,Fluid dynamics,109,MS,Mechanical Engineering,,0,640,760,http://www.edulix.com/unisearch/user.php?uid=9877,0,4,0,Fall - 2011,0,Pune University,,55,,100,,Virginia Polytechnic Institute and State University,0
vamsi.tammina@yahoo.com,Civil Engineering,0,0,,99,MS,Civil Engineering,24,0,144,170,http://www.edulix.com/unisearch/user.php?uid=204070,0,3,0,Fall - 2014,0,Andhra University,,8.24,,10,,Virginia Polytechnic Institute and State University,0
var2211,Mechanical Engineering,0,0,Mechanical Design,,MS,Mechanical Engineering,,0,570,730,http://www.edulix.com/unisearch/user.php?uid=139421,0,4,9.5,Fall - 2012,0,Manipal Institue of Technology,,8.46,,10,,Virginia Polytechnic Institute and State University,0
varsha03,Electronics and Communication,0,0,VLSI,106,MS,ECE,,0,152,158,http://www.edulix.com/unisearch/user.php?uid=150217,0,4,85,Fall - 2012,0,Sri Venkateswara College of Engineering,,79,,100,,Virginia Polytechnic Institute and State University,0
